case,prompt_id,seed,step,age,model,baseline_guided_noise_error,residual_relative_l1,corrected_feature_relative_l1,guided_noise_error,recovery_fraction,milliseconds
animal_seed101,animal,101,12,2,shallow_delta,0.10774538666009903,0.9761864542961121,0.2657168507575989,0.10557955503463745,0.020101386171586716,1549.484619140625
animal_seed101,animal,101,12,2,combined,0.10774538666009903,0.9770879745483398,0.26596224308013916,0.10565618425607681,0.019390179652080675,1542.1451416015625
animal_seed101,animal,101,12,2,combined_spatial_shuffle,0.10774538666009903,0.9916381239891052,0.26992276310920715,0.10657840967178345,0.010830876610958832,1515.7520751953125
animal_seed101,animal,101,12,2,oracle,0.10774538666009903,0.0,0.0,0.03872125223278999,0.6406226435017334,1517.3712158203125
animal_seed101,animal,101,15,2,cached_lowrank,0.13683965802192688,0.9793602228164673,0.3039396405220032,0.13094785809516907,0.043056231007342356,1586.9736328125
animal_seed101,animal,101,15,2,conv_delta,0.13683965802192688,0.9793912172317505,0.303949236869812,0.13133125007152557,0.04025447030508254,1575.0369873046875
animal_seed101,animal,101,15,2,shallow_delta,0.13683965802192688,0.9772034287452698,0.30327028036117554,0.1308821737766266,0.04353624038102813,1599.6644287109375
animal_seed101,animal,101,15,2,combined,0.13683965802192688,0.9779863953590393,0.3035132586956024,0.13094277679920197,0.04309336421887295,1599.70654296875
animal_seed101,animal,101,15,2,combined_spatial_shuffle,0.13683965802192688,0.9831859469413757,0.30512693524360657,0.13126632571220398,0.040728926031296,1600.3228759765625
animal_seed101,animal,101,15,2,oracle,0.13683965802192688,0.0,0.0,0.05461343005299568,0.6008947198315524,1598.966064453125
animal_seed101,animal,101,18,2,cached_lowrank,0.17167958617210388,0.9123327732086182,0.2325204312801361,0.16231156885623932,0.05456686799369025,1597.5926513671875
animal_seed101,animal,101,18,2,conv_delta,0.17167958617210388,0.9129394888877869,0.23267504572868347,0.1617671251296997,0.05773814617928549,1609.126953125
animal_seed101,animal,101,18,2,shallow_delta,0.17167958617210388,0.9098774194717407,0.23189464211463928,0.16152049601078033,0.059174712543513176,1635.088623046875
animal_seed101,animal,101,18,2,combined,0.17167958617210388,0.9108602404594421,0.23214513063430786,0.1616182178258896,0.05860550208996928,1618.966064453125
animal_seed101,animal,101,18,2,combined_spatial_shuffle,0.17167958617210388,0.9194663166999817,0.23433849215507507,0.16190530359745026,0.056933283639530596,1637.33544921875
animal_seed101,animal,101,18,2,oracle,0.17167958617210388,0.0,0.0,0.08747459203004837,0.4904776160028858,1616.11328125
animal_seed202,animal,202,4,2,cached_lowrank,0.07359253615140915,0.9732743501663208,0.5915385484695435,0.07475751638412476,-0.015830141120816633,1130.35205078125
animal_seed202,animal,202,4,2,conv_delta,0.07359253615140915,0.9824339747428894,0.5971056222915649,0.08135946840047836,-0.10553967365779515,1132.95947265625
animal_seed202,animal,202,4,2,shallow_delta,0.07359253615140915,0.9756755828857422,0.5929980278015137,0.07730105519294739,-0.05039259734041966,1133.0816650390625
animal_seed202,animal,202,4,2,combined,0.07359253615140915,0.9793461561203003,0.595228910446167,0.08167233318090439,-0.10979098495629883,1133.025390625
animal_seed202,animal,202,4,2,combined_spatial_shuffle,0.07359253615140915,1.002126932144165,0.6090746521949768,0.08046207576990128,-0.09334560239042107,1131.785400390625
animal_seed202,animal,202,4,2,oracle,0.07359253615140915,0.0,0.0,0.012103009037673473,0.8355402643989227,1128.4146728515625
animal_seed202,animal,202,9,2,cached_lowrank,0.1601426601409912,0.982464611530304,0.4020747244358063,0.16085472702980042,-0.004446453482053397,1331.30078125
animal_seed202,animal,202,9,2,conv_delta,0.1601426601409912,0.981827437877655,0.40181395411491394,0.15973156690597534,0.002567043876091096,1337.426025390625
animal_seed202,animal,202,9,2,shallow_delta,0.1601426601409912,0.9818407893180847,0.4018194079399109,0.15820959210395813,0.01207091249346794,1336.3333740234375
animal_seed202,animal,202,9,2,combined,0.1601426601409912,0.9810406565666199,0.4014919698238373,0.1588849574327469,0.00785363941836004,1337.865478515625
animal_seed202,animal,202,9,2,combined_spatial_shuffle,0.1601426601409912,0.9986642003059387,0.40870440006256104,0.16157637536525726,-0.008952737659058461,1330.971435546875
animal_seed202,animal,202,9,2,oracle,0.1601426601409912,0.0,0.0,0.034930307418107986,0.7818800600205155,1370.2816162109375
animal_seed202,animal,202,12,2,cached_lowrank,0.1966877579689026,0.979322075843811,0.3563113510608673,0.19973814487457275,-0.015508778671179163,1457.4683837890625
animal_seed202,animal,202,12,2,conv_delta,0.1966877579689026,0.9766861200332642,0.3553522825241089,0.20093940198421478,-0.021616210684471796,1435.8389892578125
animal_seed202,animal,202,12,2,shallow_delta,0.1966877579689026,0.9732717275619507,0.3541100323200226,0.19830428063869476,-0.00821872538731036,1435.297119140625
animal_seed202,animal,202,12,2,combined,0.1966877579689026,0.9738612771034241,0.3543245196342468,0.19824807345867157,-0.007932956813792531,1436.2413330078125
animal_seed202,animal,202,12,2,combined_spatial_shuffle,0.1966877579689026,0.9824861288070679,0.3574625253677368,0.1995672583580017,-0.014639957355934607,1435.246826171875
animal_seed202,animal,202,12,2,oracle,0.1966877579689026,0.0,0.0,0.045509688556194305,0.7686196180883325,1457.6583251953125
animal_seed202,animal,202,15,2,cached_lowrank,0.1506464034318924,0.9476461410522461,0.22876690328121185,0.14393551647663116,0.04454727628658748,1520.339599609375
animal_seed202,animal,202,15,2,conv_delta,0.1506464034318924,0.9503971934318542,0.22943101823329926,0.14391766488552094,0.04466577623549797,1515.4368896484375
animal_seed202,animal,202,15,2,shallow_delta,0.1506464034318924,0.9462392330169678,0.22842727601528168,0.14385302364826202,0.045094868704925135,1515.2393798828125
animal_seed202,animal,202,15,2,combined,0.1506464034318924,0.9480587840080261,0.22886653244495392,0.14404459297657013,0.04382321983748494,1514.7618408203125
animal_seed202,animal,202,15,2,combined_spatial_shuffle,0.1506464034318924,0.9538685083389282,0.23026902973651886,0.1442154049873352,0.04268935930796821,1530.1221923828125
animal_seed202,animal,202,15,2,oracle,0.1506464034318924,0.0,0.0,0.05620930716395378,0.6268791960282932,1524.3934326171875
animal_seed202,animal,202,18,2,cached_lowrank,0.20461870729923248,0.896895706653595,0.22823220491409302,0.19354316592216492,0.05412770671486453,1558.12841796875
animal_seed202,animal,202,18,2,conv_delta,0.20461870729923248,0.8993100523948669,0.22884657979011536,0.1932900995016098,0.055364477408489494,1539.12890625
animal_seed202,animal,202,18,2,shallow_delta,0.20461870729923248,0.8973204493522644,0.228340283036232,0.19336861371994019,0.05498076753480934,1527.225341796875
animal_seed202,animal,202,18,2,combined,0.20461870729923248,0.8979661464691162,0.22850459814071655,0.19345587491989136,0.05455430994887825,1527.744140625
animal_seed202,animal,202,18,2,combined_spatial_shuffle,0.20461870729923248,0.903370201587677,0.22987976670265198,0.19386954605579376,0.05253264173797779,1560.6309814453125
animal_seed202,animal,202,18,2,oracle,0.20461870729923248,0.0,0.0,0.09822375327348709,0.5199668956472998,1565.6669921875
architecture_seed101,architecture,101,4,2,cached_lowrank,0.07204380631446838,0.9830129146575928,0.5653111338615417,0.07303400337696075,-0.013744374612443426,1123.7493896484375
architecture_seed101,architecture,101,4,2,conv_delta,0.07204380631446838,0.970935583114624,0.5583657026290894,0.07189156860113144,0.002113127014311722,1130.1702880859375
architecture_seed101,architecture,101,4,2,shallow_delta,0.07204380631446838,0.962435781955719,0.5534776449203491,0.07064173370599747,0.019461389954202653,1129.0396728515625
architecture_seed101,architecture,101,4,2,combined,0.07204380631446838,0.9616016745567322,0.5529979467391968,0.07040354609489441,0.022767539688482077,1130.7568359375
architecture_seed101,architecture,101,4,2,combined_spatial_shuffle,0.07204380631446838,0.9741288423538208,0.5602020621299744,0.07215587794780731,-0.0015556040008455404,1130.546142578125
architecture_seed101,architecture,101,4,2,oracle,0.07204380631446838,0.0,0.0,0.01235936488956213,0.8284465310506501,1178.63623046875
architecture_seed101,architecture,101,9,2,cached_lowrank,0.2267543375492096,0.9897937774658203,0.4921751916408539,0.22965866327285767,-0.012808247705593648,1303.2694091796875
architecture_seed101,architecture,101,9,2,conv_delta,0.2267543375492096,0.9848967790603638,0.48974016308784485,0.2275974154472351,-0.0037180232454982268,1308.2862548828125
architecture_seed101,architecture,101,9,2,shallow_delta,0.2267543375492096,0.9877601265907288,0.4911639392375946,0.22663456201553345,0.0005282171665190489,1306.8883056640625
architecture_seed101,architecture,101,9,2,combined,0.2267543375492096,0.9865254163742065,0.4905500113964081,0.22641153633594513,0.0015117735650374122,1307.2799072265625
architecture_seed101,architecture,101,9,2,combined_spatial_shuffle,0.2267543375492096,0.9989310503005981,0.4967186748981476,0.22921591997146606,-0.010855723638460782,1303.8359375
architecture_seed101,architecture,101,9,2,oracle,0.2267543375492096,0.0,0.0,0.04649917408823967,0.7949359002751224,1362.16015625
architecture_seed101,architecture,101,12,2,cached_lowrank,0.2850283086299896,0.9857767820358276,0.43319812417030334,0.28831321001052856,-0.011524825012392876,1465.939697265625
architecture_seed101,architecture,101,12,2,conv_delta,0.2850283086299896,0.984546422958374,0.4326574504375458,0.28838521242141724,-0.011777439958728406,1445.9964599609375
architecture_seed101,architecture,101,12,2,shallow_delta,0.2850283086299896,0.9839757680892944,0.4324066638946533,0.28553029894828796,-0.0017611946010247007,1436.145751953125
architecture_seed101,architecture,101,12,2,combined,0.2850283086299896,0.9836284518241882,0.43225404620170593,0.28517892956733704,-0.0005284420276406339,1436.012451171875
architecture_seed101,architecture,101,12,2,combined_spatial_shuffle,0.2850283086299896,0.9912098050117493,0.4355856478214264,0.28755760192871094,-0.00887383190420122,1435.7430419921875
architecture_seed101,architecture,101,12,2,oracle,0.2850283086299896,0.0,0.0,0.07385440170764923,0.7408874856584033,1476.788330078125
architecture_seed101,architecture,101,15,2,cached_lowrank,0.2543295621871948,0.9625608921051025,0.309008926153183,0.25026315450668335,0.015988733852018613,1541.414306640625
architecture_seed101,architecture,101,15,2,conv_delta,0.2543295621871948,0.9625326991081238,0.3089998960494995,0.2499839961528778,0.017086358333438797,1499.734130859375
architecture_seed101,architecture,101,15,2,shallow_delta,0.2543295621871948,0.96073317527771,0.30842217803001404,0.2482530027627945,0.02389246209580538,1496.6201171875
architecture_seed101,architecture,101,15,2,combined,0.2543295621871948,0.9620109796524048,0.30883240699768066,0.24858154356479645,0.022600670456734587,1518.5640869140625
architecture_seed101,architecture,101,15,2,combined_spatial_shuffle,0.2543295621871948,0.9668471217155457,0.31038495898246765,0.2495795041322708,0.018676783045094122,1521.256103515625
architecture_seed101,architecture,101,15,2,oracle,0.2543295621871948,0.0,0.0,0.09339138865470886,0.632793813461725,1538.2613525390625
architecture_seed101,architecture,101,18,2,cached_lowrank,0.25026312470436096,0.8940978646278381,0.26305869221687317,0.23882333934307098,0.045711030639467735,1571.412109375
architecture_seed101,architecture,101,18,2,conv_delta,0.25026312470436096,0.8951266407966614,0.263361394405365,0.23894940316677094,0.045207305514766,1544.4932861328125
architecture_seed101,architecture,101,18,2,shallow_delta,0.25026312470436096,0.8955251574516296,0.2634786367416382,0.2380615621805191,0.04875493558332143,1543.46435546875
architecture_seed101,architecture,101,18,2,combined,0.25026312470436096,0.896068274974823,0.263638436794281,0.2383674532175064,0.04753265788120828,1545.685791015625
architecture_seed101,architecture,101,18,2,combined_spatial_shuffle,0.25026312470436096,0.9009013175964355,0.2650603950023651,0.2386179268360138,0.046531816791242374,1545.80810546875
architecture_seed101,architecture,101,18,2,oracle,0.25026312470436096,0.0,0.0,0.12663303315639496,0.49400043132208077,1538.6934814453125
architecture_seed202,architecture,202,4,2,cached_lowrank,0.08372260630130768,0.9605036377906799,0.583251416683197,0.08534081280231476,-0.019328190706143902,1128.9395751953125
architecture_seed202,architecture,202,4,2,conv_delta,0.08372260630130768,0.9448708891868591,0.5737586617469788,0.0838717594742775,-0.0017815161228143524,1130.24462890625
architecture_seed202,architecture,202,4,2,shallow_delta,0.08372260630130768,0.9468365907669067,0.5749523043632507,0.08491330593824387,-0.014221960943869828,1137.777099609375
architecture_seed202,architecture,202,4,2,combined,0.08372260630130768,0.9424983859062195,0.5723179578781128,0.08447132259607315,-0.008942821154789804,1145.5655517578125
architecture_seed202,architecture,202,4,2,combined_spatial_shuffle,0.08372260630130768,0.9542924761772156,0.5794797539710999,0.08533536642789841,-0.01926313809183863,1125.385986328125
architecture_seed202,architecture,202,4,2,oracle,0.08372260630130768,0.0,0.0,0.011526079848408699,0.8623301356992195,1148.123291015625
architecture_seed202,architecture,202,9,2,cached_lowrank,0.15523572266101837,0.9924046993255615,0.40171271562576294,0.16280941665172577,-0.04878834498194562,1404.0772705078125
architecture_seed202,architecture,202,9,2,conv_delta,0.15523572266101837,0.9897351861000061,0.4006321430206299,0.16217657923698425,-0.04471172264339139,1407.140380859375
architecture_seed202,architecture,202,9,2,shallow_delta,0.15523572266101837,0.9902448058128357,0.4008384346961975,0.16084356606006622,-0.03612469670588296,1389.269775390625
architecture_seed202,architecture,202,9,2,combined,0.15523572266101837,0.9897674918174744,0.4006452262401581,0.16106367111206055,-0.037542573005366925,1407.2501220703125
architecture_seed202,architecture,202,9,2,combined_spatial_shuffle,0.15523572266101837,0.9978835582733154,0.40393051505088806,0.16217564046382904,-0.04470567523923003,1388.7718505859375
architecture_seed202,architecture,202,9,2,oracle,0.15523572266101837,0.0,0.0,0.047097280621528625,0.6966079726096747,1421.1611328125
architecture_seed202,architecture,202,12,2,cached_lowrank,0.24499233067035675,0.983195960521698,0.3992544710636139,0.24204394221305847,0.012034615325429956,1491.496337890625
architecture_seed202,architecture,202,12,2,conv_delta,0.24499233067035675,0.9831997156143188,0.39925602078437805,0.24184687435626984,0.012838999104503411,1475.7520751953125
architecture_seed202,architecture,202,12,2,shallow_delta,0.24499233067035675,0.9793429374694824,0.3976898789405823,0.23978593945503235,0.021251241624905107,1475.47216796875
architecture_seed202,architecture,202,12,2,combined,0.24499233067035675,0.9798258543014526,0.3978859484195709,0.24036633968353271,0.018882186940979883,1485.138916015625
architecture_seed202,architecture,202,12,2,combined_spatial_shuffle,0.24499233067035675,0.9863114953041077,0.40051963925361633,0.24217379093170166,0.011504603964307377,1485.555908203125
architecture_seed202,architecture,202,12,2,oracle,0.24499233067035675,0.0,0.0,0.0745852068066597,0.6955610544926978,1464.369873046875
architecture_seed202,architecture,202,15,2,cached_lowrank,0.2170073688030243,0.9591373205184937,0.3076770305633545,0.21245908737182617,0.02095911054212429,1528.693115234375
architecture_seed202,architecture,202,15,2,conv_delta,0.2170073688030243,0.9588450789451599,0.3075832724571228,0.2122177630662918,0.022071166353249353,1520.57666015625
architecture_seed202,architecture,202,15,2,shallow_delta,0.2170073688030243,0.9585621953010559,0.30749255418777466,0.21115760505199432,0.026956521261449644,1532.35986328125
architecture_seed202,architecture,202,15,2,combined,0.2170073688030243,0.9586824774742126,0.30753111839294434,0.2112637162208557,0.026467546304301044,1531.056884765625
architecture_seed202,architecture,202,15,2,combined_spatial_shuffle,0.2170073688030243,0.9624688625335693,0.30874574184417725,0.21228286623954773,0.0217711619173861,1532.72412109375
architecture_seed202,architecture,202,15,2,oracle,0.2170073688030243,0.0,0.0,0.0847477912902832,0.6094704444474047,1510.75341796875
architecture_seed202,architecture,202,18,2,cached_lowrank,0.21481873095035553,0.8907779455184937,0.2687348425388336,0.20125673711299896,0.06313226866837202,1554.0867919921875
architecture_seed202,architecture,202,18,2,conv_delta,0.21481873095035553,0.8920814394950867,0.26912808418273926,0.2013164609670639,0.06285424889886344,1547.087890625
architecture_seed202,architecture,202,18,2,shallow_delta,0.21481873095035553,0.8931442499160767,0.2694486975669861,0.20087406039237976,0.06491366230628359,1547.9384765625
architecture_seed202,architecture,202,18,2,combined,0.21481873095035553,0.8938679695129395,0.2696670591831207,0.20132605731487274,0.06280957705965098,1547.0523681640625
architecture_seed202,architecture,202,18,2,combined_spatial_shuffle,0.21481873095035553,0.8980000615119934,0.27091366052627563,0.20181876420974731,0.060515983327415236,1548.375
architecture_seed202,architecture,202,18,2,oracle,0.21481873095035553,0.0,0.0,0.11174577474594116,0.4798136351910321,1535.2845458984375
glass_seed101,glass,101,4,2,cached_lowrank,0.09895934909582138,1.0419610738754272,0.7159547209739685,0.1066855788230896,-0.07807478321009352,1207.3450927734375
glass_seed101,glass,101,4,2,conv_delta,0.09895934909582138,1.0329475402832031,0.7097613215446472,0.10716095566749573,-0.08287854201357782,1239.5059814453125
glass_seed101,glass,101,4,2,shallow_delta,0.09895934909582138,1.0359710454940796,0.7118388414382935,0.10349439084529877,-0.04582731991381784,1228.4129638671875
glass_seed101,glass,101,4,2,combined,0.09895934909582138,1.029783844947815,0.707587480545044,0.10575565695762634,-0.06867777449934682,1234.512451171875
glass_seed101,glass,101,4,2,combined_spatial_shuffle,0.09895934909582138,1.0599039793014526,0.728283703327179,0.10697772353887558,-0.08102695214062175,1193.814453125
glass_seed101,glass,101,4,2,oracle,0.09895934909582138,0.0,0.0,0.013910640962421894,0.8594307552593908,1241.5479736328125
glass_seed101,glass,101,9,2,cached_lowrank,0.06391917914152145,1.009513258934021,0.31624090671539307,0.06562315672636032,-0.026658314573567096,1435.794921875
glass_seed101,glass,101,9,2,conv_delta,0.06391917914152145,1.0203006267547607,0.31962016224861145,0.06485072523355484,-0.0145738118753196,1441.304931640625
glass_seed101,glass,101,9,2,shallow_delta,0.06391917914152145,1.0125406980514526,0.3171892762184143,0.06483939290046692,-0.01439652028240301,1439.90283203125
glass_seed101,glass,101,9,2,combined,0.06391917914152145,1.0193372964859009,0.31931838393211365,0.06474002450704575,-0.012841925953192921,1442.328857421875
glass_seed101,glass,101,9,2,combined_spatial_shuffle,0.06391917914152145,1.0384070873260498,0.3252922296524048,0.06628862768411636,-0.037069445734726786,1436.3668212890625
glass_seed101,glass,101,9,2,oracle,0.06391917914152145,0.0,0.0,0.017498308792710304,0.7262432179554771,1427.8216552734375
glass_seed101,glass,101,12,2,cached_lowrank,0.057578399777412415,0.9772077202796936,0.22716428339481354,0.055833227932453156,0.03030948848362884,1479.0338134765625
glass_seed101,glass,101,12,2,conv_delta,0.057578399777412415,0.9870315194129944,0.22944794595241547,0.05607571825385094,0.02609800774892269,1480.3385009765625
glass_seed101,glass,101,12,2,shallow_delta,0.057578399777412415,0.9760111570358276,0.22688612341880798,0.056008752435445786,0.027261044906329444,1480.8780517578125
glass_seed101,glass,101,12,2,combined,0.057578399777412415,0.9828059673309326,0.22846566140651703,0.05621106177568436,0.023747412345843877,1481.671875
glass_seed101,glass,101,12,2,combined_spatial_shuffle,0.057578399777412415,0.9915154576301575,0.2304902970790863,0.05578954517841339,0.031068154132702697,1481.0540771484375
glass_seed101,glass,101,12,2,oracle,0.057578399777412415,0.0,0.0,0.022947808727622032,0.6014510855401666,1477.050048828125
glass_seed101,glass,101,15,2,cached_lowrank,0.07538754492998123,0.9351310729980469,0.19656530022621155,0.06917630136013031,0.08239084553847492,1509.6302490234375
glass_seed101,glass,101,15,2,conv_delta,0.07538754492998123,0.9377228617668152,0.1971101015806198,0.06949421763420105,0.07817375272339498,1511.4666748046875
glass_seed101,glass,101,15,2,shallow_delta,0.07538754492998123,0.9337074756622314,0.1962660551071167,0.06895650923252106,0.08530634209448285,1512.387939453125
glass_seed101,glass,101,15,2,combined,0.07538754492998123,0.9345816373825073,0.19644981622695923,0.06936328113079071,0.07991059802764187,1512.2059326171875
glass_seed101,glass,101,15,2,combined_spatial_shuffle,0.07538754492998123,0.943592369556427,0.19834387302398682,0.06935659795999527,0.07999924888902286,1511.93701171875
glass_seed101,glass,101,15,2,oracle,0.07538754492998123,0.0,0.0,0.0348956473171711,0.5371165442569906,1505.2025146484375
glass_seed101,glass,101,18,2,cached_lowrank,0.12328847497701645,0.8614668846130371,0.21859239041805267,0.10689189285039902,0.13299363245164722,1526.3729248046875
glass_seed101,glass,101,18,2,conv_delta,0.12328847497701645,0.8640146255493164,0.21923887729644775,0.10653390735387802,0.13589727366050905,1528.9580078125
glass_seed101,glass,101,18,2,shallow_delta,0.12328847497701645,0.8634518980979919,0.2190960794687271,0.1068657636642456,0.13320556780211923,1528.447998046875
glass_seed101,glass,101,18,2,combined,0.12328847497701645,0.8638267517089844,0.21919119358062744,0.1065550446510315,0.13572582781240838,1528.920166015625
glass_seed101,glass,101,18,2,combined_spatial_shuffle,0.12328847497701645,0.8726181387901306,0.2214219570159912,0.10746384412050247,0.12835450239338284,1530.324462890625
glass_seed101,glass,101,18,2,oracle,0.12328847497701645,0.0,0.0,0.07156823575496674,0.41950587215626967,1523.9180908203125
glass_seed202,glass,202,4,2,cached_lowrank,0.08817935734987259,0.9650084376335144,0.6349652409553528,0.091160349547863,-0.03380600956483071,1082.9716796875
glass_seed202,glass,202,4,2,conv_delta,0.08817935734987259,0.9569507837295532,0.629663348197937,0.08991982042789459,-0.019737760971837225,1091.237548828125
glass_seed202,glass,202,4,2,shallow_delta,0.08817935734987259,0.9625327587127686,0.6333362460136414,0.08860503882169724,-0.004827450376346625,1086.8416748046875
glass_seed202,glass,202,4,2,combined,0.08817935734987259,0.9590108394622803,0.631018877029419,0.08972226828336716,-0.017497416400674155,1087.5374755859375
glass_seed202,glass,202,4,2,combined_spatial_shuffle,0.08817935734987259,0.9776411056518555,0.6432774066925049,0.09129801392555237,-0.03536719555922558,1085.5108642578125
glass_seed202,glass,202,4,2,oracle,0.08817935734987259,0.0,0.0,0.01193724200129509,0.8646254366094863,1177.38037109375
glass_seed202,glass,202,9,2,cached_lowrank,0.1141652911901474,0.9955198764801025,0.4514704942703247,0.12215867638587952,-0.07001589635871708,1438.352783203125
glass_seed202,glass,202,9,2,conv_delta,0.1141652911901474,0.9944794178009033,0.4509986340999603,0.12097915261983871,-0.05968417685146113,1440.5780029296875
glass_seed202,glass,202,9,2,shallow_delta,0.1141652911901474,0.9920394420623779,0.4498921036720276,0.12060371786355972,-0.05639565761443936,1440.324951171875
glass_seed202,glass,202,9,2,combined,0.1141652911901474,0.9923662543296814,0.4500403106212616,0.12026303261518478,-0.05341151729627985,1439.518798828125
glass_seed202,glass,202,9,2,combined_spatial_shuffle,0.1141652911901474,1.0064326524734497,0.4564194679260254,0.1205243244767189,-0.05570023270890842,1435.4576416015625
glass_seed202,glass,202,9,2,oracle,0.1141652911901474,0.0,0.0,0.02383977547287941,0.7911819325790252,1469.8734130859375
glass_seed202,glass,202,12,2,cached_lowrank,0.07024747133255005,1.0026973485946655,0.2296982705593109,0.06882017105817795,0.02031817298611777,1529.7896728515625
glass_seed202,glass,202,12,2,conv_delta,0.07024747133255005,1.0068751573562622,0.23065531253814697,0.06846407055854797,0.025387401712433085,1529.4549560546875
glass_seed202,glass,202,12,2,shallow_delta,0.07024747133255005,0.9992765188217163,0.22891461849212646,0.0686594694852829,0.022605822204611232,1529.74462890625
glass_seed202,glass,202,12,2,combined,0.07024747133255005,1.0028003454208374,0.22972185909748077,0.06860144436359406,0.023431832316977458,1530.044677734375
glass_seed202,glass,202,12,2,combined_spatial_shuffle,0.07024747133255005,1.0072027444839478,0.23073036968708038,0.06875292956829071,0.02127538167436959,1529.201416015625
glass_seed202,glass,202,12,2,oracle,0.07024747133255005,0.0,0.0,0.025036893784999847,0.6435901063758478,1529.9522705078125
glass_seed202,glass,202,15,2,cached_lowrank,0.08197533339262009,0.9653748273849487,0.22085143625736237,0.07866343855857849,0.04040111454233808,1567.1748046875
glass_seed202,glass,202,15,2,conv_delta,0.08197533339262009,0.9689831733703613,0.22167691588401794,0.07882420718669891,0.03843993156854738,1565.9150390625
glass_seed202,glass,202,15,2,shallow_delta,0.08197533339262009,0.9640039205551147,0.22053781151771545,0.07854236662387848,0.0418780458299504,1566.8577880859375
glass_seed202,glass,202,15,2,combined,0.08197533339262009,0.9665066599845886,0.22111035883426666,0.07926490902900696,0.03306390168163851,1568.138916015625
glass_seed202,glass,202,15,2,combined_spatial_shuffle,0.08197533339262009,0.9703218936920166,0.2219831794500351,0.07885216176509857,0.0380989194952476,1569.27978515625
glass_seed202,glass,202,15,2,oracle,0.08197533339262009,0.0,0.0,0.03603074327111244,0.5604684753333843,1562.5965576171875
glass_seed202,glass,202,18,2,cached_lowrank,0.13527418673038483,0.8879961967468262,0.23022699356079102,0.12231491506099701,0.09580003386172234,1588.9520263671875
glass_seed202,glass,202,18,2,conv_delta,0.13527418673038483,0.8892556428909302,0.2305535227060318,0.12215163558721542,0.09700705995981317,1588.095703125
glass_seed202,glass,202,18,2,shallow_delta,0.13527418673038483,0.8865260481834412,0.2298458367586136,0.12201885879039764,0.09798859827120156,1591.260986328125
glass_seed202,glass,202,18,2,combined,0.13527418673038483,0.8893814086914062,0.23058614134788513,0.12222716957330704,0.09644868302244403,1588.8341064453125
glass_seed202,glass,202,18,2,combined_spatial_shuffle,0.13527418673038483,0.8963373303413391,0.23238956928253174,0.12285079061985016,0.09183863093773949,1591.065673828125
glass_seed202,glass,202,18,2,oracle,0.13527418673038483,0.0,0.0,0.07286903262138367,0.4613234469735232,1585.2801513671875
interior_seed101,interior,101,4,2,cached_lowrank,0.09249567985534668,0.9527958631515503,0.6575410962104797,0.10134540498256683,-0.09567717261022542,1142.0604248046875
interior_seed101,interior,101,4,2,conv_delta,0.09249567985534668,0.9465221762657166,0.6532115340232849,0.10332152247428894,-0.11704160276320708,1150.959716796875
interior_seed101,interior,101,4,2,shallow_delta,0.09249567985534668,0.9546051025390625,0.6587896943092346,0.10343559086322784,-0.1182748321325927,1151.3798828125
interior_seed101,interior,101,4,2,combined,0.09249567985534668,0.949042558670044,0.6549508571624756,0.1014849990606308,-0.09718636826436056,1151.9168701171875
